"time_est","time","est_hour","weekday_est","movement","count1"
"1485818675681","2017/01/30 23:24:35","23","1","0","2"
"1485818675687","2017/01/30 23:24:35","23","1","0","2"
"1485818680252","2017/01/30 23:24:40","23","1","0","2"
"1485818680256","2017/01/30 23:24:40","23","1","0","2"
"1485850947398","2017/01/31 08:22:27","8","2","0","2"
"1485850948473","2017/01/31 08:22:28","8","2","0","2"
"1485850948583","2017/01/31 08:22:28","8","2","0","2"
"1485850948720","2017/01/31 08:22:28","8","2","0","2"
"1485850971029","2017/01/31 08:22:51","8","2","0","2"
"1485850977558","2017/01/31 08:22:57","8","2","0","2"
"1485850984046","2017/01/31 08:23:04","8","2","0","2"
"1485850997001","2017/01/31 08:23:17","8","2","0","2"
"1485851009940","2017/01/31 08:23:29","8","2","0","2"
"1485851022830","2017/01/31 08:23:42","8","2","0","2"
"1485851035736","2017/01/31 08:23:55","8","2","0","2"
"1485851051157","2017/01/31 08:24:11","8","2","0","2"
"1485851055082","2017/01/31 08:24:15","8","2","0","2"
"1485851055088","2017/01/31 08:24:15","8","2","0","2"
"1485851101848","2017/01/31 08:25:01","8","2","0","2"
"1485851116521","2017/01/31 08:25:16","8","2","0","2"
"1485851129468","2017/01/31 08:25:29","8","2","0","2"
"1485851129474","2017/01/31 08:25:29","8","2","0","2"
"1485851135883","2017/01/31 08:25:35","8","2","0","2"
"1485851142389","2017/01/31 08:25:42","8","2","0","2"
"1485851155836","2017/01/31 08:25:55","8","2","0","2"
"1485851162473","2017/01/31 08:26:02","8","2","0","2"
"1485851175907","2017/01/31 08:26:15","8","2","0","2"
"1485851182467","2017/01/31 08:26:22","8","2","0","2"
"1485851182473","2017/01/31 08:26:22","8","2","0","2"
"1485851211991","2017/01/31 08:26:51","8","2","0","2"
"1485851231423","2017/01/31 08:27:11","8","2","0","2"
"1485851231429","2017/01/31 08:27:11","8","2","0","2"
"1485851246835","2017/01/31 08:27:26","8","2","0","2"
"1485851272608","2017/01/31 08:27:52","8","2","0","2"
"1485851272612","2017/01/31 08:27:52","8","2","0","2"
"1485851327436","2017/01/31 08:28:47","8","2","0","2"
"1485851347680","2017/01/31 08:29:07","8","2","0","2"
"1485851347686","2017/01/31 08:29:07","8","2","0","2"
"1485851434045","2017/01/31 08:30:34","8","2","0","2"
"1485851453359","2017/01/31 08:30:53","8","2","0","2"
"1485851459785","2017/01/31 08:30:59","8","2","0","2"
"1485851485103","2017/01/31 08:31:25","8","2","0","2"
"1485851498126","2017/01/31 08:31:38","8","2","0","2"
"1485851504759","2017/01/31 08:31:44","8","2","0","2"
"1485851511327","2017/01/31 08:31:51","8","2","0","2"
"1485851517809","2017/01/31 08:31:57","8","2","0","2"
"1485851570775","2017/01/31 08:32:50","8","2","0","2"
"1485851610746","2017/01/31 08:33:30","8","2","0","2"
"1485852073289","2017/01/31 08:41:13","8","2","0","2"
"1485852084771","2017/01/31 08:41:24","8","2","0","2"
"1485852506267","2017/01/31 08:48:26","8","2","0","2"
"1485852512570","2017/01/31 08:48:32","8","2","0","2"
"1485852806348","2017/01/31 08:53:26","8","2","0","2"
"1485852813328","2017/01/31 08:53:33","8","2","0","2"
"1485853088506","2017/01/31 08:58:08","8","2","0","2"
"1485853089053","2017/01/31 08:58:09","8","2","0","2"
"1485853393123","2017/01/31 09:03:13","9","2","0","2"
"1485853402920","2017/01/31 09:03:22","9","2","0","2"
"1485853443150","2017/01/31 09:04:03","9","2","0","2"
"1485853693167","2017/01/31 09:08:13","9","2","0","2"
"1485853743764","2017/01/31 09:09:03","9","2","0","2"
"1485853993239","2017/01/31 09:13:13","9","2","0","2"
"1485854044497","2017/01/31 09:14:04","9","2","0","2"
"1485854293269","2017/01/31 09:18:13","9","2","0","2"
"1485854345168","2017/01/31 09:19:05","9","2","0","2"
"1485854593333","2017/01/31 09:23:13","9","2","0","2"
